 screen_name, location, text
ChristinLuvsSno,"Wisconsin, USA","RT @Politics_Polls: Texas Senate:
Ted Cruz 47% (+5)
Beto O'Rourke 42%

@EmersonPolling 10/1-5
https://t.co/Elbyig9wxa #TXsen"
apgarmj,Not Where I will Be,"RT @JohnWHuber: Note the use of North Dakota and New York instead of Rhode Island and Texas

Also equal representation by the states in the"
KatyOldenburg,universe,@MargeElder4 @rpk409 @sh_irredeemable @mailman576 @raba_mary @DVCMAC @42Gnome @sladams3 @BuddhaKatze @carollovesmax https://t.co/rRQyJoyo89
MattGraver2,In your blind spot.,"RT @JohnWHuber: Note the use of North Dakota and New York instead of Rhode Island and Texas

Also equal representation by the states in the"
jms_msn,"Southern California, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
ed_grimly,https://gab.ai/Girl_Grimly,"RT @JohnWHuber: Note the use of North Dakota and New York instead of Rhode Island and Texas

Also equal representation by the states in the"
BiBoi96,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
briannamignon,"Orlando, FL","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
MagRags,"Atlanta, GA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
peggyd6710,,"RT @1AmericanMama: Texas

Ted Cruz- Senate  @tedcruz https://t.co/sq3TyCOQZl"
Politics_Polls,,"Texas Senate:
Ted Cruz 47% (+5)
Beto O'Rourke 42%

@EmersonPolling 10/1-5
https://t.co/Elbyig9wxa #TXsen"
freidablancha12,,"RT @bud_cann: One by one they fall by the wayside, family, friends, associates, and entertainers I have loved listening to. Willie Nelson i"
2old2btweeting,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
GlennyceJ,"Vancouver, British Columbia","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
DebraKirschner,"Brooklyn, NY","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
MsTreyRamsey,"Austin, TX & Portland, ME",@MotherJones Willie Nelson said his conservative fans could get over it or not when he came out in support of https://t.co/oQWrfF7gsB
CastonChris,"Chicago, Illinois","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Flaxxxen,NYC,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Numbers28,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
TiffanyStone_,htx,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
kpottersf,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
IndigenousInc,S. Scottsdale,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
marchek_nyc,"New York, NY","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
DM_AGC,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
ChrisTrengove,"Chicago, Illinois","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
tinderdistrict,"Washington, DC","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
yims7,Between #Kinshasa & New Jersey,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
jpcrowe_crowe,"West Virginia, USA","RT @JRubinBlogger: Press keeps saying Trump is helping in Senate. But since 2016 Ohio, Wis , Penn and W Va arent really competitive at all"
stellatex,"Austin, TX","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
TwinOaksRanch1,"California, USA","RT @BigLeague2020: HOLD THE MAJORITY

VOTE RED, VOTE TED CRUZ

TEXAS SENATE RACE



Beto ORourke NOT interested in an Obama endorsement"
rushadthomas,"Burke, VA","RT @JRubinBlogger: Press keeps saying Trump is helping in Senate. But since 2016 Ohio, Wis , Penn and W Va arent really competitive at all"
marshalotis,,RT @CBSNews: Polls show that Democrat candidate Beto O'Rourke is closing in on Republican incumbent Ted Cruz with single digit numbers in a
cranst4,"Pittsburgh, PA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
rschampine,Living in Texas,"Senate races: GOP up in Texas, Tennessee; Dems up in Arizona, New Jersey  CBS News poll https://t.co/g3yvZwbEKY via @CBSPolitics"
kris10381,"Indiana, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
drdeblk,,RT @cindymclennan: Hamilton Texas woman Marion Stanford threatened with arrest for posting a hand-painted political sign in her own yard. h
cll54836529,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
auntiejul,"Massachusetts, USA","RT @markknoller: After Texas, @VP heads for Missouri to do campaign event for Missouri GOP Senate Candidate @HawleyMO, seeking to unseat De"
WillGoble,"Durham, NC","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
MistyTippy,U.P. MI,"RT @tammytabby: New Polls Show 'Kavanaugh Effect' Boosting Republicans in Crucial Senate Races
TEXAS
Cruz (R) 50%
ORourke (D) 44%
ARIZONA"
MoodyBrew,Oklahoma,"RT @bud_cann: One by one they fall by the wayside, family, friends, associates, and entertainers I have loved listening to. Willie Nelson i"
katherinefonggg,"Los Angeles, CA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
imabobima,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
mariko2012,"San Francisco, CA",#resisters ACTION!! Cruz is up in polls. We need turn Texas blue.  Join me in making calls to voters. Sign up to ph https://t.co/u8zIvgxnyk
CatsandKilts,,@sirensalvage I hope so! Texas and America needs him in the Senate ASAP.
sharae1967,"New Jersey, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
lizziegrizzie,"Southlake, TX",RT @dj77dj77: The Violence Against Women Reauthorization Act passed the Senate 78-22 in 2013. Guess who voted against it.   Say NO to @tedc
pbjwagers,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
jackie_clarke1,"New York, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
tcot2014,"Brooklyn, NY","RT @JeremySWallace: Two new polls out in the US Senate race in Texas:

Emerson has @tedcruz 47 @BetoORourke 42
CBS NEWS has Cruz 50 O'Rourk"
Mimi9060,"Knoxville, Tennessee",RT @NashvilleTea: New CBS poll shows Marsha Blackburn up 8%https://t.co/UehJJo1Val https://t.co/7UjJV99F7j
claire2baire,"Colorado Springs, CO","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Elmemin44,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
sprouserian,"Absecon Island, NJ","RT @NickRiccardi: The end of local politics: ""By more than two to one, registered voters say national issues outweigh local ones, and voter"
jjkeebs,"Van Nuys, CA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
milkandnectar,"Texas, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
raylehmann,"St Petersburg, FL","@andrewdamitio Likely not. Going back to Pete Dawkins in 1988, the GOP has frequently been lured by the fools gold https://t.co/ku4iCF7JuL"
Esin0,Canada,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
catsone1,,RT @Peoples_Pundit: Yet another poll showing @SenTedCruz and @MarshaBlackburn at that critical 50-percent threshold. Not counting Kavanaugh
TLRPAC,Texas,TLRPAC Announces Endorsements for Texas Senate Candidates in 2018 General Election. Read &amp; RT: https://t.co/y5HgmgGWM4
stevonyc34,,RT @SocialPowerOne1: Voters in key Senate races say Kavanaugh battle is a motivator for the 2018 midterms https://t.co/2okFlmhiqF
NaturaSpiritus,In the wild ,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
MDTeresa,,"RT @JRubinBlogger: Press keeps saying Trump is helping in Senate. But since 2016 Ohio, Wis , Penn and W Va arent really competitive at all"
ChelseaFariello,"Edmonton, Alberta","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
o_4fuckssake,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
tammytabby,Georgia,"New Polls Show 'Kavanaugh Effect' Boosting Republicans in Crucial Senate Races
TEXAS
Cruz (R) 50%
ORourke (D) 44% https://t.co/za8lWzuy0K"
elladd1201,"Cambridge, MA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
yurianimeotaku,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
siarra_carr,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
SuBeiWoo,United States,RT @SocialPowerOne1: Voters in key Senate races say Kavanaugh battle is a motivator for the 2018 midterms https://t.co/2okFlmhiqF
Poesy_Poe,,"RT @kazweida: (12) Here is a general consensus on key state senate races. 

Tossup: Wisconsin
Lean Republican: Florida, Michigan, Pennsylva"
mehrichards1,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
itzame4JC,,"RT @bud_cann: One by one they fall by the wayside, family, friends, associates, and entertainers I have loved listening to. Willie Nelson i"
Redhead4645,,"RT @bud_cann: One by one they fall by the wayside, family, friends, associates, and entertainers I have loved listening to. Willie Nelson i"
onlyonebran,"New York, NY","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Flannel_Planet,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
EagleBeaver1,USA,"RT @bud_cann: One by one they fall by the wayside, family, friends, associates, and entertainers I have loved listening to. Willie Nelson i"
kjaxs26,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
NeonVoxel,Location:At home.,"RT @bud_cann: One by one they fall by the wayside, family, friends, associates, and entertainers I have loved listening to. Willie Nelson i"
northcoastblog,Cleveland,"RT @JRubinBlogger: Press keeps saying Trump is helping in Senate. But since 2016 Ohio, Wis , Penn and W Va arent really competitive at all"
akuma_river,Gulf Coast - Texas,"RT @sahilkapur: CBS/YouGov Senate polls

TEXAS
Cruz (R) 50%
ORourke (D) 44%

ARIZONA
Sinema (D) 47%
McSally (R) 44%

TENNESSEE
Blackburn ("
AmericanLaoch,Alaska,"RT @bud_cann: One by one they fall by the wayside, family, friends, associates, and entertainers I have loved listening to. Willie Nelson i"
Liberty2Bfree,"AZ, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
WillOfThePeopl5,,"RT @bud_cann: One by one they fall by the wayside, family, friends, associates, and entertainers I have loved listening to. Willie Nelson i"
LorraineBernsee,"Illinois, USA","RT @JRubinBlogger: Press keeps saying Trump is helping in Senate. But since 2016 Ohio, Wis , Penn and W Va arent really competitive at all"
kirp24,"Wheaton, ILLLINOIS","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
madiwitafadi,"San Jose, CA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
mariagastelumv,"Whittier, CA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
DaZipstahh,Born N Raised NYC-Reside In FL,"RT @bud_cann: One by one they fall by the wayside, family, friends, associates, and entertainers I have loved listening to. Willie Nelson i"
Maya_Danielleee,TAMU 20 ,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
ElntheSolutions,Planet Earth,"RT @Alyssa_Milano: 5. TEXAS SENATE ELECTION
Vote For @BetoORourke 
DONATE: https://t.co/WcP2YmTWr4

#KavanaughKarma"
planetcleer,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
CSOL14441,EU,@wjharte @Axels15 #ImpeachKavanaugh :p jks    well  I don't know if polling shows Kavanaugh more or less approved o https://t.co/J3kX54Pfci
AdamRaley5,,RT @cbs11jack: NEW POLL #Texas Senate race:  CBS News/You Gov survey shows @tedcruz leads @BetoORourke 50-44%.  @CBSDFW https://t.co/mYiqXw
Dham1981,"Dallas, TX",RT @cbs11jack: NEW POLL #Texas Senate race:  CBS News/You Gov survey shows @tedcruz leads @BetoORourke 50-44%.  @CBSDFW https://t.co/mYiqXw
pak38197,"Rutland, MA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
SamStevens2113,United States,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
KansasCityGypsy,"Kansas City, Missouri, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
slak909,"Detroit, MI","RT @JRubinBlogger: Press keeps saying Trump is helping in Senate. But since 2016 Ohio, Wis , Penn and W Va arent really competitive at all"
exclamationerin,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Vi44,"Florida, USA","RT @JRubinBlogger: Press keeps saying Trump is helping in Senate. But since 2016 Ohio, Wis , Penn and W Va arent really competitive at all"
RoseBeckley,"Edina, MN","RT @JRubinBlogger: Press keeps saying Trump is helping in Senate. But since 2016 Ohio, Wis , Penn and W Va arent really competitive at all"
mimihawk71,New York,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
SaudadeAlma,,I am not from Texas but I love Beto. America needs him in the Senate. https://t.co/OfXgV0ixKO
