ids,ids,text
938674796,938674796, bigcity   texas rt @trscoop: watch:  cruz   cruz  talks to nbcs lester holt about his tight senate race in texas  (and more!) https://t.co/mcfcada7bj https://
621190517,621190517,texas rt @trscoop: watch:  cruz   cruz  talks to nbcs lester holt about his tight senate race in texas  (and more!) https://t.co/mcfcada7bj https://
3111923358,3111923358,"tempe, az rt @facethenation: new poll: rep.  beto   beto  trails sen.  cruz   cruz  by 6 points, in our new cbs news battleground tracker https://t.co/i0k"
22651514,22651514,"abounding to the needs! rt @nbcnightlynews: ""we're in a very divided time. that's true in texas, it's true nationally."" 

sen.  cruz   cruz  talks to @lesterholtnbc abo"
9.46E+17,9.46E+17, rt @dawg_lb: vote to re-elect senator  cruz   cruz  texas u.s. senate 2018 keeping texas 'red' and @sen  cruz   continuing his hard and important
470431420,470431420," bigcity  , tx rt @facethenation: new poll: rep.  beto   beto  trails sen.  cruz   cruz  by 6 points, in our new cbs news battleground tracker https://t.co/i0k"
2370714456,2370714456,"oregon, usa rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
621190517,621190517,"texas rt @nbcnightlynews: ""we're in a very divided time. that's true in texas, it's true nationally."" 

sen.  cruz   cruz  talks to @lesterholtnbc abo"
7.42E+17,7.42E+17, rt @dawg_lb: vote to re-elect senator  cruz   cruz  texas u.s. senate 2018 keeping texas 'red' and @sen  cruz   continuing his hard and important
2990034984,2990034984,"texas, usa rt @facethenation: new poll: rep.  beto   beto  trails sen.  cruz   cruz  by 6 points, in our new cbs news battleground tracker https://t.co/i0k"
1.04E+18,1.04E+18, rt @dawg_lb: vote to re-elect senator  cruz   cruz  texas u.s. senate 2018 keeping texas 'red' and @sen  cruz   continuing his hard and important
7.47E+17,7.47E+17," rt @nbcnightlynews: ""we're in a very divided time. that's true in texas, it's true nationally."" 

sen.  cruz   cruz  talks to @lesterholtnbc abo"
942330732,942330732,"tampa, fl rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
1.02E+18,1.02E+18,"texas, usa rt @facethenation: new poll: rep.  beto   beto  trails sen.  cruz   cruz  by 6 points, in our new cbs news battleground tracker https://t.co/i0k"
1.03E+18,1.03E+18,"illinois, usa rt @nbcnightlynews: ""we're in a very divided time. that's true in texas, it's true nationally."" 

sen.  cruz   cruz  talks to @lesterholtnbc abo"
9.48E+17,9.48E+17, rt @dawg_lb: vote to re-elect senator  cruz   cruz  texas u.s. senate 2018 keeping texas 'red' and @sen  cruz   continuing his hard and important
9.25E+17,9.25E+17," bigcity  , tx rt @dawg_lb: vote to re-elect senator  cruz   cruz  texas u.s. senate 2018 keeping texas 'red' and @sen  cruz   continuing his hard and important"
1155755798,1155755798,"midgard rt @facethenation: new poll: rep.  beto   beto  trails sen.  cruz   cruz  by 6 points, in our new cbs news battleground tracker https://t.co/i0k"
8.61E+17,8.61E+17,"miami beach, fl rt @thedemcoalition: momentum: @ beto   beto   has been closing the gap over the last several months, but this is the first poll that puts him"
1.01E+18,1.01E+18, rt @melodywhore: @adamcbest @dupergramp  beto  for texas senate! @ beto   beto   # beto forsenate https://t.co/sivrd6o0vg
34035744,34035744,"florida aka the winter white house rinos not welcome #maga #kag 2020 rt @floridaguy267: fresh polling.   texas senate race.   gop incumbent  cruz  55%, dem  beto  41%."
8.30E+17,8.30E+17,"florida, usa rt @dawg_lb: vote to re-elect senator  cruz   cruz  texas u.s. senate 2018 keeping texas 'red' and @sen  cruz   continuing his hard and important"
360386911,360386911, rt @dawg_lb: vote to re-elect senator  cruz   cruz  texas u.s. senate 2018 keeping texas 'red' and @sen  cruz   continuing his hard and important
75877857,75877857," bigcity  , tx rt @texastribune:  beto   beto  commit cruz  to serving out his six-year senate term if elec cruz .  cruz   cruz ? not so much. https://t.co/igket2ieez"
239192453,239192453," bigcity  , tx rt @facethenation: new poll: rep.  beto   beto  trails sen.  cruz   cruz  by 6 points, in our new cbs news battleground tracker https://t.co/i0k"
176525040,176525040,"livingston, mt rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
1430508206,1430508206," rt @lancesalyers: @molratty i keep seeing stuff like ""it's unfair that north dakota has as much representation as new york in the senate!"""
803401159,803401159,"belly of the beast, nyc rt @dawg_lb: vote to re-elect senator  cruz   cruz  texas u.s. senate 2018 keeping texas 'red' and @sen  cruz   continuing his hard and important"
9.93E+17,9.93E+17," bigcity  , tx rt @facethenation: new poll: rep.  beto   beto  trails sen.  cruz   cruz  by 6 points, in our new cbs news battleground tracker https://t.co/i0k"
134971995,134971995,"colorado rt @colbertlateshow: tonight's episode was so good we're airing it again: keira knightley for colette, @ beto   beto   talks his candidacy f"
535803749,535803749,"paoli, pa @billy44303517 @ beto   beto   why does russia care who wins a texas senate race?"
502639312,502639312," rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
2947093307,2947093307," rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
28936498,28936498,"usa rt @adamcbest: as a republican on the senate judiciary committee,  cruz   cruz  is one of the people most responsible for brett kavanaugh's conf"
346046232,346046232, rt @dawg_lb: vote to re-elect senator  cruz   cruz  texas u.s. senate 2018 keeping texas 'red' and @sen  cruz   continuing his hard and important
535873240,535873240,las vegas nv rt @dawg_lb: vote to re-elect senator  cruz   cruz  texas u.s. senate 2018 keeping texas 'red' and @sen  cruz   continuing his hard and important
1.03E+18,1.03E+18,united states rt @dawg_lb: vote to re-elect senator  cruz   cruz  texas u.s. senate 2018 keeping texas 'red' and @sen  cruz   continuing his hard and important
1176136328,1176136328," rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
879105134,879105134," smalltown  , tx rt @facethenation: new poll: rep.  beto   beto  trails sen.  cruz   cruz  by 6 points, in our new cbs news battleground tracker https://t.co/i0k"
2736331149,2736331149,"where i am now! rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
9.39E+17,9.39E+17,"texas @kayzed14 @erickfernandez @fire_ cruz _ cruz  bye  cruz , texas and america needs  beto    beto   in the senate!"
764410028,764410028," rt @colbertlateshow: on tonight's episode we're revisiting texas senate candidate @ beto   beto  's chat with @stephenathome. plus, you get to"
1.05E+18,1.05E+18," rt @nbcnightlynews: ""we're in a very divided time. that's true in texas, it's true nationally."" 

sen.  cruz   cruz  talks to @lesterholtnbc abo"
264933553,264933553, rt @dawg_lb: vote to re-elect senator  cruz   cruz  texas u.s. senate 2018 keeping texas 'red' and @sen  cruz   continuing his hard and important
1.03E+18,1.03E+18,"alaska, usa rt @lancesalyers: @molratty i keep seeing stuff like ""it's unfair that north dakota has as much representation as new york in the senate!"""
345558358,345558358," bigcity   tx rt @facethenation: new poll: rep.  beto   beto  trails sen.  cruz   cruz  by 6 points, in our new cbs news battleground tracker https://t.co/i0k"
7.20E+17,7.20E+17,colorado rt @dawg_lb: vote to re-elect senator  cruz   cruz  texas u.s. senate 2018 keeping texas 'red' and @sen  cruz   continuing his hard and important
238216870,238216870,"leeds, uk rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
1140875581,1140875581," rt @facethenation: new poll: rep.  beto   beto  trails sen.  cruz   cruz  by 6 points, in our new cbs news battleground tracker https://t.co/i0k"
9.87E+17,9.87E+17,"texas, usa rt @nbcnightlynews: ""we're in a very divided time. that's true in texas, it's true nationally."" 

sen.  cruz   cruz  talks to @lesterholtnbc abo"
2792729874,2792729874," rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
3051047575,3051047575," rt @nbcnightlynews: ""we're in a very divided time. that's true in texas, it's true nationally."" 

sen.  cruz   cruz  talks to @lesterholtnbc abo"
173341042,173341042,"seattle rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
1259851956,1259851956," smalltown  , texas rt @nbcnightlynews: ""we're in a very divided time. that's true in texas, it's true nationally."" 

sen.  cruz   cruz  talks to @lesterholtnbc abo"
8.96E+17,8.96E+17," rt @nbcnightlynews: ""we're in a very divided time. that's true in texas, it's true nationally."" 

sen.  cruz   cruz  talks to @lesterholtnbc abo"
7.84E+17,7.84E+17,"some isle in middle of nowhere rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
8.69E+17,8.69E+17, rt @dawg_lb: vote to re-elect senator  cruz   cruz  texas u.s. senate 2018 keeping texas 'red' and @sen  cruz   continuing his hard and important
8.26E+17,8.26E+17,"great northwest, usa rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
39666268,39666268," rt @lancesalyers: @molratty i keep seeing stuff like ""it's unfair that north dakota has as much representation as new york in the senate!"""
7.01E+17,7.01E+17,"anyplace in, tx rt @nbcnightlynews: ""we're in a very divided time. that's true in texas, it's true nationally."" 

sen.  cruz   cruz  talks to @lesterholtnbc abo"
17405012,17405012,"nerdfighteria, tx rt @colbertlateshow: on tonight's episode we're revisiting texas senate candidate @ beto   beto  's chat with @stephenathome. plus, you get to"
885701209,885701209, rt @dawg_lb: vote to re-elect senator  cruz   cruz  texas u.s. senate 2018 keeping texas 'red' and @sen  cruz   continuing his hard and important
127329586,127329586,"irrelevant rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
33946024,33946024,"fort lauderdale, florida rt @nbcnightlynews: ""we're in a very divided time. that's true in texas, it's true nationally."" 

sen.  cruz   cruz  talks to @lesterholtnbc abo"
557387693,557387693," rt @facethenation: new poll: rep.  beto   beto  trails sen.  cruz   cruz  by 6 points, in our new cbs news battleground tracker https://t.co/i0k"
8.20E+17,8.20E+17, rt @dawg_lb: vote to re-elect senator  cruz   cruz  texas u.s. senate 2018 keeping texas 'red' and @sen  cruz   continuing his hard and important
1880561936,1880561936," rt @colliderfrosty: dear texas,
tomorrow is the last day to register to vote. if enough young voters turn out  cruz  won't be returning to th"
1684084622,1684084622, rt @southwellleigh: new poll #texas senate race:  cbs news/you gov survey shows  cruz   cruz  leads  beto   beto  50-44%. @tenfor cruz  https://t.
9.26E+17,9.26E+17,"arizona, usa rt @dawg_lb: vote to re-elect senator  cruz   cruz  texas u.s. senate 2018 keeping texas 'red' and @sen  cruz   continuing his hard and important"
25464300,25464300,"wrigley field, earth rt @ beto   beto  : ""about 1,750 area residents filled much of the rudder auditorium on the texas a&amp;m campus on friday to listen to u.s. senat"
9.98E+17,9.98E+17," rt @floridaguy267: fresh polling.   texas senate race.   gop incumbent  cruz  55%, dem  beto  41%."
3365847927,3365847927," rt @facethenation: new poll: rep.  beto   beto  trails sen.  cruz   cruz  by 6 points, in our new cbs news battleground tracker https://t.co/i0k"
431448036,431448036,"spartanburg, sc rt @trscoop: watch:  cruz   cruz  talks to nbcs lester holt about his tight senate race in texas  (and more!) https://t.co/mcfcada7bj https://"
221963057,221963057, rt @dawg_lb: vote to re-elect senator  cruz   cruz  texas u.s. senate 2018 keeping texas 'red' and @sen  cruz   continuing his hard and important
44673422,44673422, rt @dawg_lb: vote to re-elect senator  cruz   cruz  texas u.s. senate 2018 keeping texas 'red' and @sen  cruz   continuing his hard and important
7.38E+17,7.38E+17,we the people nation rt @dawg_lb: vote to re-elect senator  cruz   cruz  texas u.s. senate 2018 keeping texas 'red' and @sen  cruz   continuing his hard and important
8.83E+17,8.83E+17,virginia rt @kimguilfoyle: guilfoyle came out guns blazing: were here to make sure you dont put a  beto  male in the u.s. senate!she declared to
53981431,53981431,"virginia, usa rt @dawg_lb: vote to re-elect senator  cruz   cruz  texas u.s. senate 2018 keeping texas 'red' and @sen  cruz   continuing his hard and important"
1921589816,1921589816,"texas, usa rt @dawg_lb: vote to re-elect senator  cruz   cruz  texas u.s. senate 2018 keeping texas 'red' and @sen  cruz   continuing his hard and important"
16394121,16394121,"somewhere in texas rt @colbertlateshow: on tonight's episode we're revisiting texas senate candidate @ beto   beto  's chat with @stephenathome. plus, you get to"
539349161,539349161,"miami, fl rt @colliderfrosty: dear texas,
tomorrow is the last day to register to vote. if enough young voters turn out  cruz  won't be returning to th"
488212894,488212894,"denver, co rt @colliderfrosty: dear texas,
tomorrow is the last day to register to vote. if enough young voters turn out  cruz  won't be returning to th"
